HMDB ID,Name,Chemical Formula,Monoisotopic Mass
HMDB57499,CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/18:1(11Z)),C77H142O17P2,1400.972226142
HMDB57500,CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/18:1(9Z)),C77H142O17P2,1400.972226142
HMDB57501,"CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))",C78H142O17P2,1412.972226142
HMDB57502,"CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C79H140O17P2,1422.956576078
HMDB57503,"CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C81H142O17P2,1448.972226142
HMDB57504,"CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C81H142O17P2,1448.972226142
HMDB57505,"CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C81H140O17P2,1446.956576078
HMDB57506,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/16:0)",C76H140O17P2,1386.956576078
HMDB57507,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/18:0)",C78H144O17P2,1414.987876206
HMDB57508,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/16:1(9Z))",C76H138O17P2,1384.940926014
HMDB57509,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/18:1(11Z))",C78H142O17P2,1412.972226142
HMDB57510,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/18:1(9Z))",C78H142O17P2,1412.972226142
HMDB57511,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C79H142O17P2,1424.972226142
HMDB57512,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C80H140O17P2,1434.956576078
HMDB57513,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C82H142O17P2,1460.972226142
HMDB57514,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C82H142O17P2,1460.972226142
HMDB57515,"CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C82H140O17P2,1458.956576078
HMDB57516,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:0)",C77H138O17P2,1396.940926014
HMDB57517,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:0)",C79H142O17P2,1424.972226142
HMDB57518,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",C77H136O17P2,1394.92527595
HMDB57519,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",C79H140O17P2,1422.956576078
HMDB57520,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",C79H140O17P2,1422.956576078
HMDB57521,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",C80H140O17P2,1434.956576078
HMDB57522,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C81H138O17P2,1444.940926014
HMDB57523,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C83H140O17P2,1470.956576078
HMDB57524,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C83H140O17P2,1470.956576078
HMDB57525,"CL(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C83H138O17P2,1468.940926014
HMDB57526,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",C79H140O17P2,1422.956576078
HMDB57527,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",C81H144O17P2,1450.987876206
HMDB57528,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",C79H138O17P2,1420.940926014
HMDB57529,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",C81H142O17P2,1448.972226142
HMDB57530,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",C81H142O17P2,1448.972226142
HMDB57531,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",C82H142O17P2,1460.972226142
HMDB57532,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",C83H140O17P2,1470.956576078
HMDB57533,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C85H142O17P2,1496.972226142
HMDB57534,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C85H142O17P2,1496.972226142
HMDB57535,"CL(16:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C85H140O17P2,1494.956576078
HMDB57536,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",C79H140O17P2,1422.956576078
HMDB57537,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",C81H144O17P2,1450.987876206
HMDB57538,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C79H138O17P2,1420.940926014
HMDB57539,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C81H142O17P2,1448.972226142
HMDB57540,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C81H142O17P2,1448.972226142
HMDB57541,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",C82H142O17P2,1460.972226142
HMDB57542,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",C83H140O17P2,1470.956576078
HMDB57543,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C85H142O17P2,1496.972226142
HMDB57544,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C85H142O17P2,1496.972226142
HMDB57545,"CL(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C85H140O17P2,1494.956576078
HMDB57546,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",C79H138O17P2,1420.940926014
HMDB57547,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",C81H142O17P2,1448.972226142
HMDB57548,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C79H136O17P2,1418.92527595
HMDB57549,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C81H140O17P2,1446.956576078
HMDB57550,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C81H140O17P2,1446.956576078
HMDB57551,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",C82H140O17P2,1458.956576078
HMDB57552,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",C83H138O17P2,1468.940926014
HMDB57553,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C85H140O17P2,1494.956576078
HMDB57554,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C85H140O17P2,1494.956576078
HMDB57555,"CL(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C85H138O17P2,1492.940926014
HMDB57556,CL(16:1(9Z)/18:1(11Z)/16:1(9Z)/18:1(11Z)),C77H142O17P2,1400.972226142
HMDB57557,CL(16:1(9Z)/18:1(11Z)/16:1(9Z)/18:1(9Z)),C77H142O17P2,1400.972226142
HMDB57558,"CL(16:1(9Z)/18:1(11Z)/16:1(9Z)/18:2(9Z,12Z))",C78H142O17P2,1412.972226142
HMDB57559,"CL(16:1(9Z)/18:1(11Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C79H140O17P2,1422.956576078
HMDB57560,"CL(16:1(9Z)/18:1(11Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C81H142O17P2,1448.972226142
HMDB57561,"CL(16:1(9Z)/18:1(11Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C81H142O17P2,1448.972226142
HMDB57562,"CL(16:1(9Z)/18:1(11Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C81H140O17P2,1446.956576078
HMDB57563,CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/16:0),C77H144O17P2,1402.987876206
HMDB57564,CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/18:0),C79H148O17P2,1431.019176334
HMDB57565,CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/16:1(9Z)),C77H142O17P2,1400.972226142
HMDB57566,CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/18:1(11Z)),C79H146O17P2,1429.00352627
HMDB57567,CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/18:1(9Z)),C79H146O17P2,1429.00352627
HMDB57568,"CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/18:2(9Z,12Z))",C80H146O17P2,1441.00352627
HMDB57569,"CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",C81H144O17P2,1450.987876206
HMDB57570,"CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C83H146O17P2,1477.00352627
HMDB57571,"CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C83H146O17P2,1477.00352627
HMDB57572,"CL(16:1(9Z)/18:1(11Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C83H144O17P2,1474.987876206
HMDB57573,CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/16:0),C77H144O17P2,1402.987876206
HMDB57574,CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/18:0),C79H148O17P2,1431.019176334
HMDB57575,CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/16:1(9Z)),C77H142O17P2,1400.972226142
HMDB57576,CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/18:1(11Z)),C79H146O17P2,1429.00352627
HMDB57577,CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/18:1(9Z)),C79H146O17P2,1429.00352627
HMDB57578,"CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/18:2(9Z,12Z))",C80H146O17P2,1441.00352627
HMDB57579,"CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C81H144O17P2,1450.987876206
HMDB57580,"CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C83H146O17P2,1477.00352627
HMDB57581,"CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C83H146O17P2,1477.00352627
HMDB57582,"CL(16:1(9Z)/18:1(11Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C83H144O17P2,1474.987876206
HMDB57583,"CL(16:1(9Z)/18:1(11Z)/18:2(9Z,12Z)/16:1(9Z))",C78H142O17P2,1412.972226142
HMDB57584,"CL(16:1(9Z)/18:1(11Z)/18:2(9Z,12Z)/18:1(11Z))",C80H146O17P2,1441.00352627
HMDB57585,"CL(16:1(9Z)/18:1(11Z)/18:2(9Z,12Z)/18:1(9Z))",C80H146O17P2,1441.00352627
HMDB57586,"CL(16:1(9Z)/18:1(11Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C81H146O17P2,1453.00352627
HMDB57587,"CL(16:1(9Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",C79H140O17P2,1422.956576078
HMDB57588,"CL(16:1(9Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",C81H144O17P2,1450.987876206
HMDB57589,"CL(16:1(9Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",C81H144O17P2,1450.987876206
HMDB57590,"CL(16:1(9Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C83H142O17P2,1472.972226142
HMDB57591,"CL(16:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57592,"CL(16:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57593,"CL(16:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57594,"CL(16:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57595,"CL(16:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57596,"CL(16:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57597,"CL(16:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57598,"CL(16:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57599,"CL(16:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57600,"CL(16:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57601,"CL(16:1(9Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C81H140O17P2,1446.956576078
HMDB57602,"CL(16:1(9Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C83H144O17P2,1474.987876206
HMDB57603,"CL(16:1(9Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C83H144O17P2,1474.987876206
HMDB57604,"CL(16:1(9Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C87H142O17P2,1520.972226142
HMDB57605,CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/18:1(9Z)),C77H142O17P2,1400.972226142
HMDB57606,"CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/18:2(9Z,12Z))",C78H142O17P2,1412.972226142
HMDB57607,"CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C79H140O17P2,1422.956576078
HMDB57608,"CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C81H142O17P2,1448.972226142
HMDB57609,"CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C81H142O17P2,1448.972226142
HMDB57610,"CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C81H140O17P2,1446.956576078
HMDB57611,CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/16:0),C77H144O17P2,1402.987876206
HMDB57612,CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/18:0),C79H148O17P2,1431.019176334
HMDB57613,CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/16:1(9Z)),C77H142O17P2,1400.972226142
HMDB57614,CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/18:1(11Z)),C79H146O17P2,1429.00352627
HMDB57615,CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/18:1(9Z)),C79H146O17P2,1429.00352627
HMDB57616,"CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/18:2(9Z,12Z))",C80H146O17P2,1441.00352627
HMDB57617,"CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",C81H144O17P2,1450.987876206
HMDB57618,"CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C83H146O17P2,1477.00352627
HMDB57619,"CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C83H146O17P2,1477.00352627
HMDB57620,"CL(16:1(9Z)/18:1(9Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C83H144O17P2,1474.987876206
HMDB57621,CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/16:0),C77H144O17P2,1402.987876206
HMDB57622,CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/18:0),C79H148O17P2,1431.019176334
HMDB57623,CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/16:1(9Z)),C77H142O17P2,1400.972226142
HMDB57624,CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/18:1(11Z)),C79H146O17P2,1429.00352627
HMDB57625,CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/18:1(9Z)),C79H146O17P2,1429.00352627
HMDB57626,"CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))",C80H146O17P2,1441.00352627
HMDB57627,"CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C81H144O17P2,1450.987876206
HMDB57628,"CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C83H146O17P2,1477.00352627
HMDB57629,"CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C83H146O17P2,1477.00352627
HMDB57630,"CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C83H144O17P2,1474.987876206
HMDB57631,"CL(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z)/16:1(9Z))",C78H142O17P2,1412.972226142
HMDB57632,"CL(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z)/18:1(11Z))",C80H146O17P2,1441.00352627
HMDB57633,"CL(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z)/18:1(9Z))",C80H146O17P2,1441.00352627
HMDB57634,"CL(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C81H146O17P2,1453.00352627
HMDB57635,"CL(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",C79H140O17P2,1422.956576078
HMDB57636,"CL(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",C81H144O17P2,1450.987876206
HMDB57637,"CL(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",C81H144O17P2,1450.987876206
HMDB57638,"CL(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C83H142O17P2,1472.972226142
HMDB57639,"CL(16:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57640,"CL(16:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57641,"CL(16:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57642,"CL(16:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57643,"CL(16:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57644,"CL(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57645,"CL(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57646,"CL(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57647,"CL(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57648,"CL(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57649,"CL(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C81H140O17P2,1446.956576078
HMDB57650,"CL(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C83H144O17P2,1474.987876206
HMDB57651,"CL(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C83H144O17P2,1474.987876206
HMDB57652,"CL(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C87H142O17P2,1520.972226142
HMDB57653,"CL(16:1(9Z)/18:2(9Z,12Z)/16:1(9Z)/18:2(9Z,12Z))",C79H142O17P2,1424.972226142
HMDB57654,"CL(16:1(9Z)/18:2(9Z,12Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C80H140O17P2,1434.956576078
HMDB57655,"CL(16:1(9Z)/18:2(9Z,12Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C82H142O17P2,1460.972226142
HMDB57656,"CL(16:1(9Z)/18:2(9Z,12Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C82H142O17P2,1460.972226142
HMDB57657,"CL(16:1(9Z)/18:2(9Z,12Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C82H140O17P2,1458.956576078
HMDB57658,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(11Z)/16:1(9Z))",C78H142O17P2,1412.972226142
HMDB57659,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(11Z)/18:1(11Z))",C80H146O17P2,1441.00352627
HMDB57660,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(11Z)/18:1(9Z))",C80H146O17P2,1441.00352627
HMDB57661,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(11Z)/18:2(9Z,12Z))",C81H146O17P2,1453.00352627
HMDB57662,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(9Z)/16:1(9Z))",C78H142O17P2,1412.972226142
HMDB57663,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(9Z)/18:1(11Z))",C80H146O17P2,1441.00352627
HMDB57664,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(9Z)/18:1(9Z))",C80H146O17P2,1441.00352627
HMDB57665,"CL(16:1(9Z)/18:2(9Z,12Z)/18:1(9Z)/18:2(9Z,12Z))",C81H146O17P2,1453.00352627
HMDB57666,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/16:0)",C79H144O17P2,1426.987876206
HMDB57667,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:0)",C81H148O17P2,1455.019176334
HMDB57668,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/16:1(9Z))",C79H142O17P2,1424.972226142
HMDB57669,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(11Z))",C81H146O17P2,1453.00352627
HMDB57670,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z))",C81H146O17P2,1453.00352627
HMDB57671,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C82H146O17P2,1465.00352627
HMDB57672,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C83H144O17P2,1474.987876206
HMDB57673,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C85H146O17P2,1501.00352627
HMDB57674,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C85H146O17P2,1501.00352627
HMDB57675,"CL(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C85H144O17P2,1498.987876206
HMDB57676,"CL(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",C80H140O17P2,1434.956576078
HMDB57677,"CL(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",C83H144O17P2,1474.987876206
HMDB57678,"CL(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C84H142O17P2,1484.972226142
HMDB57679,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",C82H142O17P2,1460.972226142
